1.4934 	ERROR 	avbin.dll failed to load. Try importing psychopy.visual
6.1991 	EXP 	Created m_instruction = TextStim(alignHoriz='right', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'lightseagreen', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='m_instruction', opacity=1.0, ori=0, pos=array([ 0.7, -0.8]), rgb=array([  32.,  178.,  170.]), text=u'SAME\nm', units=u'norm', win=Window(...), wrapWidth=1)
6.2164 	EXP 	Created Feedback_Screen = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='Feedback_Screen', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Placeholder_text', units=u'norm', win=Window(...), wrapWidth=1)
6.2177 	EXP 	window1: blendMode = 'avg'
6.2182 	EXP 	window1: blendMode = 'avg'
6.2186 	EXP 	window1: blendMode = 'avg'
6.2266 	EXP 	x_instruction: autoDraw = True
6.2266 	EXP 	m_instruction: autoDraw = True
6.2266 	EXP 	Button_Instructions: autoDraw = True
11.0293 	DATA 	Keypress: escape
11.2290 	EXP 	Created sequence: random, trialTypes=1, nReps=60, seed=None
11.4119 	EXP 	New trial (rep=0, index=0): None
